prompt,color,estilo,elemento,posicion,color_enc,estilo_enc,elemento_enc,posicion_enc
"Quiero estampado de dragón en zona esquina, color azul, estilo deportivo",azul,deportivo,dragón,esquina,0,0,2,2
"Camiseta con estampado de guitarra, color principal blanco, estilo visual retro, zona espalda",blanco,retro,guitarra,espalda,1,2,3,1
"Generar camiseta de estilo urbano, color azul, imagen de dragón en zona esquina",azul,urbano,dragón,esquina,0,3,2,2
"Camiseta color rojo, estilo urbano, con estampado de águila en zona pecho",rojo,urbano,águila,pecho,4,3,8,3
"Quiero una camiseta con diseño de árbol en estilo retro, color verde, posición esquina",verde,retro,árbol,esquina,5,2,9,2
"Quiero una camiseta con diseño de guitarra en estilo urbano, color rojo, posición pecho",rojo,urbano,guitarra,pecho,4,3,3,3
Camiseta de color rojo con motivo retro de guitarra en la zona espalda,rojo,retro,guitarra,espalda,4,2,3,1
Camiseta de color blanco con motivo urbano de lobo en la zona espalda,blanco,urbano,lobo,espalda,1,3,4,1
"Necesito una camiseta con gráfico de guitarra en zona centrado, color negro, estilo minimalista",negro,minimalista,guitarra,centrado,3,1,3,0
"Necesito una camiseta con gráfico de guitarra en zona espalda, color blanco, estilo minimalista",blanco,minimalista,guitarra,espalda,1,1,3,1
"Quiero diseño de dragón en camiseta color gris, estilo minimalista, ubicado en centrado",gris,minimalista,dragón,centrado,2,1,2,0
"Generar camiseta de estilo urbano, color rojo, imagen de calavera en zona esquina",rojo,urbano,calavera,esquina,4,3,1,2
"Camiseta color blanco, estilo minimalista, con estampado de texto en zona pecho",blanco,minimalista,texto,pecho,1,1,7,3
"Camiseta con imagen de águila, color rojo, estilo minimalista, posición esquina",rojo,minimalista,águila,esquina,4,1,8,2
"Quiero estampado de lobo en zona pecho, color rojo, estilo vintage",rojo,vintage,lobo,pecho,4,4,4,3
"Camiseta de color verde, diseño de calavera, estilo vintage, zona centrado",verde,vintage,calavera,centrado,5,4,1,0
"Diseño de camiseta: gráfico de dragón, color gris, estilo minimalista, posición centrado",gris,minimalista,dragón,centrado,2,1,2,0
"Generar camiseta de estilo minimalista, color gris, imagen de montaña en zona pecho",gris,minimalista,montaña,pecho,2,1,5,3
"Diseño de camiseta: gráfico de dragón, color rojo, estilo vintage, posición centrado",rojo,vintage,dragón,centrado,4,4,2,0
"Camiseta con imagen de calavera, color azul, estilo minimalista, posición pecho",azul,minimalista,calavera,pecho,0,1,1,3
"Necesito una camiseta con gráfico de sol en zona pecho, color verde, estilo minimalista",verde,minimalista,sol,pecho,5,1,6,3
"Camiseta con estampado de texto, color principal verde, estilo visual urbano, zona centrado",verde,urbano,texto,centrado,5,3,7,0
"Camiseta color blanco, estilo retro, con estampado de águila en zona pecho",blanco,retro,águila,pecho,1,2,8,3
"Camiseta con imagen de sol, color rojo, estilo retro, posición espalda",rojo,retro,sol,espalda,4,2,6,1
"Quiero diseño de guitarra en camiseta color verde, estilo vintage, ubicado en espalda",verde,vintage,guitarra,espalda,5,4,3,1
Camiseta de color gris con motivo retro de guitarra en la zona espalda,gris,retro,guitarra,espalda,2,2,3,1
"Crear camiseta de estilo urbano con motivo de texto en color negro, zona centrado",negro,urbano,texto,centrado,3,3,7,0
"Camiseta color azul, estilo deportivo, con estampado de dragón en zona espalda",azul,deportivo,dragón,espalda,0,0,2,1
"Quiero diseño de árbol en camiseta color blanco, estilo deportivo, ubicado en esquina",blanco,deportivo,árbol,esquina,1,0,9,2
"Quiero una camiseta con diseño de árbol en estilo vintage, color blanco, posición centrado",blanco,vintage,árbol,centrado,1,4,9,0
"Diseño para camiseta: guitarra en posición espalda, color negro, estilo visual urbano",negro,urbano,guitarra,espalda,3,3,3,1
"Camiseta de color verde, diseño de águila, estilo vintage, zona pecho",verde,vintage,águila,pecho,5,4,8,3
"Quiero diseño de automóvil en camiseta color azul, estilo retro, ubicado en centrado",azul,retro,automóvil,centrado,0,2,0,0
"Camiseta con imagen de sol, color gris, estilo retro, posición esquina",gris,retro,sol,esquina,2,2,6,2
"Camiseta color negro, estilo urbano, con estampado de automóvil en zona esquina",negro,urbano,automóvil,esquina,3,3,0,2
"Quiero diseño de texto en camiseta color verde, estilo vintage, ubicado en pecho",verde,vintage,texto,pecho,5,4,7,3
"Generar camiseta de estilo vintage, color azul, imagen de guitarra en zona espalda",azul,vintage,guitarra,espalda,0,4,3,1
"Diseño para camiseta: águila en posición esquina, color azul, estilo visual deportivo",azul,deportivo,águila,esquina,0,0,8,2
"Necesito una camiseta con gráfico de sol en zona centrado, color gris, estilo urbano",gris,urbano,sol,centrado,2,3,6,0
"Camiseta con imagen de sol, color gris, estilo urbano, posición esquina",gris,urbano,sol,esquina,2,3,6,2
"Quiero estampado de sol en zona esquina, color negro, estilo vintage",negro,vintage,sol,esquina,3,4,6,2
"Quiero estampado de calavera en zona centrado, color verde, estilo vintage",verde,vintage,calavera,centrado,5,4,1,0
"Camiseta de color blanco, diseño de águila, estilo retro, zona espalda",blanco,retro,águila,espalda,1,2,8,1
"Crear camiseta de estilo vintage con motivo de montaña en color azul, zona esquina",azul,vintage,montaña,esquina,0,4,5,2
"Quiero una camiseta con diseño de águila en estilo vintage, color rojo, posición pecho",rojo,vintage,águila,pecho,4,4,8,3
"Quiero estampado de dragón en zona centrado, color gris, estilo vintage",gris,vintage,dragón,centrado,2,4,2,0
"Camiseta color azul, estilo urbano, con estampado de calavera en zona centrado",azul,urbano,calavera,centrado,0,3,1,0
Camiseta de color blanco con motivo minimalista de árbol en la zona pecho,blanco,minimalista,árbol,pecho,1,1,9,3
"Quiero una camiseta con diseño de águila en estilo deportivo, color verde, posición esquina",verde,deportivo,águila,esquina,5,0,8,2
Camiseta de color rojo con motivo vintage de automóvil en la zona centrado,rojo,vintage,automóvil,centrado,4,4,0,0
"Camiseta color blanco, estilo vintage, con estampado de automóvil en zona centrado",blanco,vintage,automóvil,centrado,1,4,0,0
"Diseño de camiseta: gráfico de lobo, color blanco, estilo urbano, posición esquina",blanco,urbano,lobo,esquina,1,3,4,2
"Camiseta con estampado de lobo, color principal negro, estilo visual deportivo, zona espalda",negro,deportivo,lobo,espalda,3,0,4,1
"Diseñar camiseta: elemento gráfico sol, color rojo, estilo vintage, ubicación pecho",rojo,vintage,sol,pecho,4,4,6,3
"Quiero una camiseta con diseño de árbol en estilo urbano, color gris, posición espalda",gris,urbano,árbol,espalda,2,3,9,1
"Crear camiseta de estilo minimalista con motivo de texto en color blanco, zona centrado",blanco,minimalista,texto,centrado,1,1,7,0
"Diseño para camiseta: dragón en posición centrado, color verde, estilo visual minimalista",verde,minimalista,dragón,centrado,5,1,2,0
"Diseño para camiseta: automóvil en posición pecho, color azul, estilo visual deportivo",azul,deportivo,automóvil,pecho,0,0,0,3
"Diseño de camiseta: gráfico de automóvil, color gris, estilo deportivo, posición espalda",gris,deportivo,automóvil,espalda,2,0,0,1
"Quiero una camiseta con diseño de calavera en estilo deportivo, color gris, posición esquina",gris,deportivo,calavera,esquina,2,0,1,2
"Camiseta con imagen de automóvil, color rojo, estilo deportivo, posición pecho",rojo,deportivo,automóvil,pecho,4,0,0,3
"Quiero estampado de lobo en zona espalda, color blanco, estilo vintage",blanco,vintage,lobo,espalda,1,4,4,1
"Quiero una camiseta con diseño de águila en estilo retro, color rojo, posición pecho",rojo,retro,águila,pecho,4,2,8,3
"Necesito una camiseta con gráfico de águila en zona pecho, color gris, estilo urbano",gris,urbano,águila,pecho,2,3,8,3
"Diseñar camiseta: elemento gráfico águila, color gris, estilo minimalista, ubicación esquina",gris,minimalista,águila,esquina,2,1,8,2
Camiseta de color negro con motivo vintage de texto en la zona pecho,negro,vintage,texto,pecho,3,4,7,3
"Quiero estampado de texto en zona espalda, color gris, estilo retro",gris,retro,texto,espalda,2,2,7,1
"Diseño de camiseta: gráfico de sol, color azul, estilo deportivo, posición pecho",azul,deportivo,sol,pecho,0,0,6,3
"Crear camiseta de estilo deportivo con motivo de montaña en color rojo, zona espalda",rojo,deportivo,montaña,espalda,4,0,5,1
"Camiseta con imagen de montaña, color gris, estilo urbano, posición pecho",gris,urbano,montaña,pecho,2,3,5,3
"Necesito una camiseta con gráfico de calavera en zona pecho, color rojo, estilo retro",rojo,retro,calavera,pecho,4,2,1,3
"Diseño para camiseta: texto en posición espalda, color verde, estilo visual vintage",verde,vintage,texto,espalda,5,4,7,1
"Camiseta de color verde, diseño de texto, estilo urbano, zona esquina",verde,urbano,texto,esquina,5,3,7,2
"Diseñar camiseta: elemento gráfico sol, color azul, estilo deportivo, ubicación centrado",azul,deportivo,sol,centrado,0,0,6,0
Camiseta de color azul con motivo urbano de lobo en la zona espalda,azul,urbano,lobo,espalda,0,3,4,1
"Diseñar camiseta: elemento gráfico lobo, color blanco, estilo vintage, ubicación esquina",blanco,vintage,lobo,esquina,1,4,4,2
Camiseta de color blanco con motivo vintage de lobo en la zona pecho,blanco,vintage,lobo,pecho,1,4,4,3
"Diseño de camiseta: gráfico de texto, color verde, estilo vintage, posición esquina",verde,vintage,texto,esquina,5,4,7,2
"Camiseta color negro, estilo deportivo, con estampado de sol en zona centrado",negro,deportivo,sol,centrado,3,0,6,0
"Generar camiseta de estilo minimalista, color gris, imagen de árbol en zona pecho",gris,minimalista,árbol,pecho,2,1,9,3
"Crear camiseta de estilo vintage con motivo de águila en color blanco, zona esquina",blanco,vintage,águila,esquina,1,4,8,2
"Camiseta de color azul, diseño de sol, estilo vintage, zona pecho",azul,vintage,sol,pecho,0,4,6,3
"Quiero una camiseta con diseño de sol en estilo vintage, color gris, posición pecho",gris,vintage,sol,pecho,2,4,6,3
"Diseñar camiseta: elemento gráfico árbol, color negro, estilo urbano, ubicación pecho",negro,urbano,árbol,pecho,3,3,9,3
"Camiseta con imagen de águila, color rojo, estilo minimalista, posición centrado",rojo,minimalista,águila,centrado,4,1,8,0
"Camiseta con estampado de dragón, color principal negro, estilo visual deportivo, zona espalda",negro,deportivo,dragón,espalda,3,0,2,1
"Camiseta de color azul, diseño de águila, estilo retro, zona espalda",azul,retro,águila,espalda,0,2,8,1
Camiseta de color negro con motivo vintage de guitarra en la zona espalda,negro,vintage,guitarra,espalda,3,4,3,1
"Camiseta con estampado de guitarra, color principal gris, estilo visual urbano, zona pecho",gris,urbano,guitarra,pecho,2,3,3,3
"Camiseta de color negro, diseño de sol, estilo minimalista, zona espalda",negro,minimalista,sol,espalda,3,1,6,1
"Diseñar camiseta: elemento gráfico sol, color gris, estilo minimalista, ubicación pecho",gris,minimalista,sol,pecho,2,1,6,3
"Camiseta de color azul, diseño de sol, estilo vintage, zona esquina",azul,vintage,sol,esquina,0,4,6,2
"Diseñar camiseta: elemento gráfico dragón, color gris, estilo deportivo, ubicación esquina",gris,deportivo,dragón,esquina,2,0,2,2
"Crear camiseta de estilo retro con motivo de árbol en color gris, zona espalda",gris,retro,árbol,espalda,2,2,9,1
"Necesito una camiseta con gráfico de sol en zona esquina, color negro, estilo deportivo",negro,deportivo,sol,esquina,3,0,6,2
"Camiseta con imagen de guitarra, color verde, estilo deportivo, posición esquina",verde,deportivo,guitarra,esquina,5,0,3,2
"Quiero una camiseta con diseño de águila en estilo urbano, color rojo, posición esquina",rojo,urbano,águila,esquina,4,3,8,2
"Generar camiseta de estilo urbano, color blanco, imagen de calavera en zona pecho",blanco,urbano,calavera,pecho,1,3,1,3
"Camiseta con estampado de automóvil, color principal rojo, estilo visual minimalista, zona esquina",rojo,minimalista,automóvil,esquina,4,1,0,2
"Quiero estampado de automóvil en zona esquina, color rojo, estilo vintage",rojo,vintage,automóvil,esquina,4,4,0,2
"Generar camiseta de estilo retro, color azul, imagen de guitarra en zona espalda",azul,retro,guitarra,espalda,0,2,3,1
"Quiero diseño de guitarra en camiseta color negro, estilo urbano, ubicado en pecho",negro,urbano,guitarra,pecho,3,3,3,3
"Diseño para camiseta: águila en posición centrado, color azul, estilo visual retro",azul,retro,águila,centrado,0,2,8,0
"Necesito una camiseta con gráfico de águila en zona esquina, color verde, estilo urbano",verde,urbano,águila,esquina,5,3,8,2
"Diseño de camiseta: gráfico de lobo, color blanco, estilo urbano, posición pecho",blanco,urbano,lobo,pecho,1,3,4,3
"Diseño de camiseta: gráfico de montaña, color negro, estilo minimalista, posición espalda",negro,minimalista,montaña,espalda,3,1,5,1
"Camiseta con estampado de calavera, color principal blanco, estilo visual deportivo, zona espalda",blanco,deportivo,calavera,espalda,1,0,1,1
"Generar camiseta de estilo deportivo, color blanco, imagen de texto en zona esquina",blanco,deportivo,texto,esquina,1,0,7,2
"Necesito una camiseta con gráfico de montaña en zona pecho, color verde, estilo minimalista",verde,minimalista,montaña,pecho,5,1,5,3
"Camiseta color azul, estilo retro, con estampado de sol en zona espalda",azul,retro,sol,espalda,0,2,6,1
"Crear camiseta de estilo vintage con motivo de dragón en color azul, zona esquina",azul,vintage,dragón,esquina,0,4,2,2
Camiseta de color gris con motivo retro de calavera en la zona esquina,gris,retro,calavera,esquina,2,2,1,2
"Camiseta con estampado de guitarra, color principal negro, estilo visual minimalista, zona esquina",negro,minimalista,guitarra,esquina,3,1,3,2
"Camiseta con estampado de lobo, color principal blanco, estilo visual vintage, zona esquina",blanco,vintage,lobo,esquina,1,4,4,2
"Diseño para camiseta: lobo en posición espalda, color negro, estilo visual minimalista",negro,minimalista,lobo,espalda,3,1,4,1
"Quiero diseño de montaña en camiseta color gris, estilo urbano, ubicado en espalda",gris,urbano,montaña,espalda,2,3,5,1
"Generar camiseta de estilo retro, color blanco, imagen de águila en zona centrado",blanco,retro,águila,centrado,1,2,8,0
"Camiseta con imagen de texto, color verde, estilo urbano, posición espalda",verde,urbano,texto,espalda,5,3,7,1
"Diseño de camiseta: gráfico de sol, color blanco, estilo vintage, posición pecho",blanco,vintage,sol,pecho,1,4,6,3
"Diseño de camiseta: gráfico de calavera, color gris, estilo retro, posición pecho",gris,retro,calavera,pecho,2,2,1,3
"Diseño de camiseta: gráfico de guitarra, color negro, estilo retro, posición pecho",negro,retro,guitarra,pecho,3,2,3,3
"Crear camiseta de estilo urbano con motivo de sol en color gris, zona pecho",gris,urbano,sol,pecho,2,3,6,3
Camiseta de color azul con motivo urbano de sol en la zona esquina,azul,urbano,sol,esquina,0,3,6,2
"Camiseta con imagen de lobo, color blanco, estilo vintage, posición pecho",blanco,vintage,lobo,pecho,1,4,4,3
"Diseñar camiseta: elemento gráfico montaña, color rojo, estilo retro, ubicación esquina",rojo,retro,montaña,esquina,4,2,5,2
"Diseño para camiseta: lobo en posición esquina, color verde, estilo visual retro",verde,retro,lobo,esquina,5,2,4,2
"Camiseta con imagen de árbol, color gris, estilo urbano, posición pecho",gris,urbano,árbol,pecho,2,3,9,3
"Diseño para camiseta: automóvil en posición esquina, color negro, estilo visual minimalista",negro,minimalista,automóvil,esquina,3,1,0,2
"Generar camiseta de estilo minimalista, color blanco, imagen de sol en zona esquina",blanco,minimalista,sol,esquina,1,1,6,2
"Camiseta con imagen de árbol, color blanco, estilo deportivo, posición pecho",blanco,deportivo,árbol,pecho,1,0,9,3
"Necesito una camiseta con gráfico de guitarra en zona esquina, color gris, estilo deportivo",gris,deportivo,guitarra,esquina,2,0,3,2
"Diseñar camiseta: elemento gráfico automóvil, color blanco, estilo minimalista, ubicación espalda",blanco,minimalista,automóvil,espalda,1,1,0,1
"Camiseta con imagen de guitarra, color gris, estilo retro, posición esquina",gris,retro,guitarra,esquina,2,2,3,2
"Diseño para camiseta: sol en posición espalda, color rojo, estilo visual minimalista",rojo,minimalista,sol,espalda,4,1,6,1
"Diseño de camiseta: gráfico de calavera, color azul, estilo vintage, posición centrado",azul,vintage,calavera,centrado,0,4,1,0
"Camiseta color gris, estilo minimalista, con estampado de sol en zona centrado",gris,minimalista,sol,centrado,2,1,6,0
"Camiseta color verde, estilo urbano, con estampado de dragón en zona esquina",verde,urbano,dragón,esquina,5,3,2,2
"Necesito una camiseta con gráfico de dragón en zona espalda, color gris, estilo minimalista",gris,minimalista,dragón,espalda,2,1,2,1
"Camiseta color gris, estilo deportivo, con estampado de águila en zona pecho",gris,deportivo,águila,pecho,2,0,8,3
"Diseño para camiseta: montaña en posición espalda, color rojo, estilo visual minimalista",rojo,minimalista,montaña,espalda,4,1,5,1
Camiseta de color verde con motivo urbano de lobo en la zona centrado,verde,urbano,lobo,centrado,5,3,4,0
"Diseño para camiseta: lobo en posición pecho, color negro, estilo visual retro",negro,retro,lobo,pecho,3,2,4,3
"Camiseta de color negro, diseño de montaña, estilo deportivo, zona esquina",negro,deportivo,montaña,esquina,3,0,5,2
"Camiseta con imagen de calavera, color negro, estilo retro, posición esquina",negro,retro,calavera,esquina,3,2,1,2
"Camiseta con estampado de lobo, color principal rojo, estilo visual retro, zona centrado",rojo,retro,lobo,centrado,4,2,4,0
"Necesito una camiseta con gráfico de montaña en zona esquina, color gris, estilo urbano",gris,urbano,montaña,esquina,2,3,5,2
"Diseñar camiseta: elemento gráfico dragón, color gris, estilo retro, ubicación pecho",gris,retro,dragón,pecho,2,2,2,3
"Camiseta con estampado de automóvil, color principal gris, estilo visual retro, zona pecho",gris,retro,automóvil,pecho,2,2,0,3
"Necesito una camiseta con gráfico de árbol en zona centrado, color gris, estilo minimalista",gris,minimalista,árbol,centrado,2,1,9,0
"Diseño para camiseta: águila en posición esquina, color negro, estilo visual deportivo",negro,deportivo,águila,esquina,3,0,8,2
"Quiero diseño de calavera en camiseta color blanco, estilo urbano, ubicado en centrado",blanco,urbano,calavera,centrado,1,3,1,0
"Generar camiseta de estilo minimalista, color azul, imagen de árbol en zona pecho",azul,minimalista,árbol,pecho,0,1,9,3
"Necesito una camiseta con gráfico de dragón en zona espalda, color rojo, estilo minimalista",rojo,minimalista,dragón,espalda,4,1,2,1
"Necesito una camiseta con gráfico de texto en zona pecho, color rojo, estilo deportivo",rojo,deportivo,texto,pecho,4,0,7,3
"Camiseta con estampado de automóvil, color principal blanco, estilo visual urbano, zona centrado",blanco,urbano,automóvil,centrado,1,3,0,0
"Crear camiseta de estilo retro con motivo de automóvil en color negro, zona centrado",negro,retro,automóvil,centrado,3,2,0,0
"Quiero diseño de guitarra en camiseta color azul, estilo retro, ubicado en centrado",azul,retro,guitarra,centrado,0,2,3,0
"Camiseta de color blanco, diseño de guitarra, estilo urbano, zona espalda",blanco,urbano,guitarra,espalda,1,3,3,1
"Camiseta con estampado de automóvil, color principal blanco, estilo visual vintage, zona esquina",blanco,vintage,automóvil,esquina,1,4,0,2
"Camiseta de color verde, diseño de sol, estilo retro, zona espalda",verde,retro,sol,espalda,5,2,6,1
"Camiseta con estampado de montaña, color principal negro, estilo visual deportivo, zona espalda",negro,deportivo,montaña,espalda,3,0,5,1
"Quiero una camiseta con diseño de montaña en estilo minimalista, color azul, posición centrado",azul,minimalista,montaña,centrado,0,1,5,0
"Quiero una camiseta con diseño de dragón en estilo retro, color rojo, posición centrado",rojo,retro,dragón,centrado,4,2,2,0
"Camiseta de color blanco, diseño de lobo, estilo urbano, zona centrado",blanco,urbano,lobo,centrado,1,3,4,0
Camiseta de color blanco con motivo deportivo de árbol en la zona pecho,blanco,deportivo,árbol,pecho,1,0,9,3
"Diseño de camiseta: gráfico de montaña, color blanco, estilo urbano, posición espalda",blanco,urbano,montaña,espalda,1,3,5,1
"Necesito una camiseta con gráfico de águila en zona esquina, color rojo, estilo urbano",rojo,urbano,águila,esquina,4,3,8,2
"Diseño de camiseta: gráfico de texto, color verde, estilo deportivo, posición pecho",verde,deportivo,texto,pecho,5,0,7,3
"Quiero diseño de texto en camiseta color blanco, estilo minimalista, ubicado en esquina",blanco,minimalista,texto,esquina,1,1,7,2
"Generar camiseta de estilo urbano, color negro, imagen de guitarra en zona pecho",negro,urbano,guitarra,pecho,3,3,3,3
"Necesito una camiseta con gráfico de texto en zona pecho, color azul, estilo retro",azul,retro,texto,pecho,0,2,7,3
"Crear camiseta de estilo urbano con motivo de automóvil en color negro, zona pecho",negro,urbano,automóvil,pecho,3,3,0,3
"Necesito una camiseta con gráfico de texto en zona pecho, color rojo, estilo urbano",rojo,urbano,texto,pecho,4,3,7,3
"Diseño para camiseta: calavera en posición espalda, color rojo, estilo visual deportivo",rojo,deportivo,calavera,espalda,4,0,1,1
"Diseñar camiseta: elemento gráfico águila, color blanco, estilo urbano, ubicación esquina",blanco,urbano,águila,esquina,1,3,8,2
"Camiseta con imagen de sol, color negro, estilo urbano, posición espalda",negro,urbano,sol,espalda,3,3,6,1
"Camiseta color rojo, estilo urbano, con estampado de montaña en zona centrado",rojo,urbano,montaña,centrado,4,3,5,0
"Quiero diseño de dragón en camiseta color azul, estilo urbano, ubicado en centrado",azul,urbano,dragón,centrado,0,3,2,0
"Diseño de camiseta: gráfico de guitarra, color gris, estilo deportivo, posición esquina",gris,deportivo,guitarra,esquina,2,0,3,2
"Quiero una camiseta con diseño de texto en estilo retro, color gris, posición pecho",gris,retro,texto,pecho,2,2,7,3
"Camiseta color negro, estilo urbano, con estampado de lobo en zona espalda",negro,urbano,lobo,espalda,3,3,4,1
"Generar camiseta de estilo retro, color rojo, imagen de guitarra en zona espalda",rojo,retro,guitarra,espalda,4,2,3,1
"Quiero una camiseta con diseño de sol en estilo retro, color verde, posición centrado",verde,retro,sol,centrado,5,2,6,0
"Generar camiseta de estilo minimalista, color azul, imagen de guitarra en zona centrado",azul,minimalista,guitarra,centrado,0,1,3,0
"Quiero diseño de águila en camiseta color gris, estilo vintage, ubicado en centrado",gris,vintage,águila,centrado,2,4,8,0
"Camiseta con imagen de automóvil, color verde, estilo deportivo, posición centrado",verde,deportivo,automóvil,centrado,5,0,0,0
Camiseta de color verde con motivo retro de lobo en la zona centrado,verde,retro,lobo,centrado,5,2,4,0
"Camiseta con estampado de automóvil, color principal negro, estilo visual minimalista, zona espalda",negro,minimalista,automóvil,espalda,3,1,0,1
"Camiseta de color azul, diseño de texto, estilo minimalista, zona pecho",azul,minimalista,texto,pecho,0,1,7,3
"Quiero estampado de texto en zona centrado, color azul, estilo minimalista",azul,minimalista,texto,centrado,0,1,7,0
"Camiseta con imagen de calavera, color rojo, estilo vintage, posición centrado",rojo,vintage,calavera,centrado,4,4,1,0
"Camiseta con imagen de lobo, color azul, estilo urbano, posición centrado",azul,urbano,lobo,centrado,0,3,4,0
"Camiseta con estampado de automóvil, color principal blanco, estilo visual vintage, zona espalda",blanco,vintage,automóvil,espalda,1,4,0,1
"Camiseta con imagen de sol, color verde, estilo urbano, posición pecho",verde,urbano,sol,pecho,5,3,6,3
"Crear camiseta de estilo minimalista con motivo de dragón en color azul, zona espalda",azul,minimalista,dragón,espalda,0,1,2,1
"Camiseta de color blanco, diseño de guitarra, estilo deportivo, zona centrado",blanco,deportivo,guitarra,centrado,1,0,3,0
"Diseño de camiseta: gráfico de automóvil, color rojo, estilo urbano, posición centrado",rojo,urbano,automóvil,centrado,4,3,0,0
"Generar camiseta de estilo urbano, color negro, imagen de lobo en zona espalda",negro,urbano,lobo,espalda,3,3,4,1
"Diseño de camiseta: gráfico de automóvil, color rojo, estilo urbano, posición espalda",rojo,urbano,automóvil,espalda,4,3,0,1
"Camiseta color rojo, estilo retro, con estampado de sol en zona esquina",rojo,retro,sol,esquina,4,2,6,2
"Diseñar camiseta: elemento gráfico águila, color verde, estilo minimalista, ubicación esquina",verde,minimalista,águila,esquina,5,1,8,2
"Diseño para camiseta: sol en posición espalda, color verde, estilo visual retro",verde,retro,sol,espalda,5,2,6,1
"Camiseta de color verde, diseño de guitarra, estilo urbano, zona centrado",verde,urbano,guitarra,centrado,5,3,3,0
"Generar camiseta de estilo retro, color rojo, imagen de texto en zona esquina",rojo,retro,texto,esquina,4,2,7,2
Camiseta de color rojo con motivo deportivo de calavera en la zona esquina,rojo,deportivo,calavera,esquina,4,0,1,2
"Camiseta de color rojo, diseño de árbol, estilo urbano, zona esquina",rojo,urbano,árbol,esquina,4,3,9,2
"Diseño para camiseta: águila en posición esquina, color gris, estilo visual retro",gris,retro,águila,esquina,2,2,8,2
"Necesito una camiseta con gráfico de automóvil en zona esquina, color gris, estilo retro",gris,retro,automóvil,esquina,2,2,0,2
"Camiseta con estampado de sol, color principal gris, estilo visual minimalista, zona espalda",gris,minimalista,sol,espalda,2,1,6,1
"Diseño de camiseta: gráfico de montaña, color gris, estilo deportivo, posición pecho",gris,deportivo,montaña,pecho,2,0,5,3
"Generar camiseta de estilo minimalista, color gris, imagen de automóvil en zona pecho",gris,minimalista,automóvil,pecho,2,1,0,3
"Quiero estampado de calavera en zona esquina, color azul, estilo vintage",azul,vintage,calavera,esquina,0,4,1,2
"Quiero estampado de dragón en zona esquina, color verde, estilo minimalista",verde,minimalista,dragón,esquina,5,1,2,2
"Camiseta de color azul, diseño de águila, estilo vintage, zona espalda",azul,vintage,águila,espalda,0,4,8,1
"Quiero estampado de calavera en zona espalda, color gris, estilo retro",gris,retro,calavera,espalda,2,2,1,1
"Camiseta color negro, estilo deportivo, con estampado de águila en zona esquina",negro,deportivo,águila,esquina,3,0,8,2
"Crear camiseta de estilo deportivo con motivo de guitarra en color gris, zona centrado",gris,deportivo,guitarra,centrado,2,0,3,0
"Camiseta con imagen de calavera, color verde, estilo urbano, posición centrado",verde,urbano,calavera,centrado,5,3,1,0
"Necesito una camiseta con gráfico de montaña en zona esquina, color negro, estilo retro",negro,retro,montaña,esquina,3,2,5,2
"Diseñar camiseta: elemento gráfico montaña, color verde, estilo urbano, ubicación centrado",verde,urbano,montaña,centrado,5,3,5,0
"Camiseta color gris, estilo vintage, con estampado de calavera en zona pecho",gris,vintage,calavera,pecho,2,4,1,3
"Quiero una camiseta con diseño de texto en estilo vintage, color negro, posición centrado",negro,vintage,texto,centrado,3,4,7,0
"Diseño de camiseta: gráfico de sol, color rojo, estilo urbano, posición esquina",rojo,urbano,sol,esquina,4,3,6,2
"Camiseta con estampado de árbol, color principal blanco, estilo visual retro, zona espalda",blanco,retro,árbol,espalda,1,2,9,1
"Quiero estampado de águila en zona esquina, color azul, estilo retro",azul,retro,águila,esquina,0,2,8,2
"Necesito una camiseta con gráfico de texto en zona espalda, color verde, estilo minimalista",verde,minimalista,texto,espalda,5,1,7,1
"Necesito una camiseta con gráfico de montaña en zona espalda, color gris, estilo urbano",gris,urbano,montaña,espalda,2,3,5,1
"Diseñar camiseta: elemento gráfico guitarra, color blanco, estilo retro, ubicación espalda",blanco,retro,guitarra,espalda,1,2,3,1
"Crear camiseta de estilo vintage con motivo de águila en color azul, zona pecho",azul,vintage,águila,pecho,0,4,8,3
"Camiseta con estampado de texto, color principal negro, estilo visual vintage, zona espalda",negro,vintage,texto,espalda,3,4,7,1
"Diseño para camiseta: árbol en posición espalda, color azul, estilo visual minimalista",azul,minimalista,árbol,espalda,0,1,9,1
"Quiero una camiseta con diseño de texto en estilo vintage, color blanco, posición espalda",blanco,vintage,texto,espalda,1,4,7,1
"Diseño de camiseta: gráfico de automóvil, color rojo, estilo vintage, posición pecho",rojo,vintage,automóvil,pecho,4,4,0,3
"Quiero una camiseta con diseño de sol en estilo urbano, color blanco, posición esquina",blanco,urbano,sol,esquina,1,3,6,2
"Camiseta con imagen de texto, color blanco, estilo retro, posición centrado",blanco,retro,texto,centrado,1,2,7,0
"Quiero una camiseta con diseño de calavera en estilo deportivo, color negro, posición esquina",negro,deportivo,calavera,esquina,3,0,1,2
"Diseño para camiseta: guitarra en posición espalda, color azul, estilo visual retro",azul,retro,guitarra,espalda,0,2,3,1
"Camiseta color azul, estilo retro, con estampado de texto en zona esquina",azul,retro,texto,esquina,0,2,7,2
"Diseño de camiseta: gráfico de calavera, color azul, estilo deportivo, posición espalda",azul,deportivo,calavera,espalda,0,0,1,1
"Quiero diseño de calavera en camiseta color azul, estilo minimalista, ubicado en pecho",azul,minimalista,calavera,pecho,0,1,1,3
