prompt,color,estilo,elemento,posicion
"Camiseta con imagen de lobo, color verde, estilo minimalista, posición centrado",verde,minimalista,lobo,centrado
"Quiero diseño de montaña en camiseta color gris, estilo urbano, ubicado en espalda",gris,urbano,montaña,espalda
"Diseño de camiseta: gráfico de águila, color azul, estilo deportivo, posición esquina",azul,deportivo,águila,esquina
Camiseta de color blanco con motivo retro de montaña en la zona pecho,blanco,retro,montaña,pecho
"Crear camiseta de estilo vintage con motivo de águila en color azul, zona pecho",azul,vintage,águila,pecho
"Camiseta de color negro, diseño de montaña, estilo minimalista, zona centrado",negro,minimalista,montaña,centrado
"Camiseta con imagen de árbol, color blanco, estilo deportivo, posición centrado",blanco,deportivo,árbol,centrado
"Crear camiseta de estilo urbano con motivo de dragón en color rojo, zona espalda",rojo,urbano,dragón,espalda
"Camiseta color azul, estilo urbano, con estampado de lobo en zona espalda",azul,urbano,lobo,espalda
"Quiero diseño de árbol en camiseta color azul, estilo retro, ubicado en pecho",azul,retro,árbol,pecho
"Necesito una camiseta con gráfico de texto en zona pecho, color rojo, estilo deportivo",rojo,deportivo,texto,pecho
Camiseta de color rojo con motivo deportivo de calavera en la zona esquina,rojo,deportivo,calavera,esquina
Camiseta de color blanco con motivo vintage de águila en la zona centrado,blanco,vintage,águila,centrado
"Camiseta con estampado de guitarra, color principal rojo, estilo visual retro, zona espalda",rojo,retro,guitarra,espalda
"Camiseta con imagen de montaña, color gris, estilo urbano, posición pecho",gris,urbano,montaña,pecho
Camiseta de color verde con motivo deportivo de dragón en la zona espalda,verde,deportivo,dragón,espalda
"Generar camiseta de estilo minimalista, color blanco, imagen de montaña en zona espalda",blanco,minimalista,montaña,espalda
"Camiseta con estampado de sol, color principal negro, estilo visual urbano, zona pecho",negro,urbano,sol,pecho
"Diseño de camiseta: gráfico de águila, color azul, estilo minimalista, posición esquina",azul,minimalista,águila,esquina
"Camiseta con estampado de texto, color principal azul, estilo visual deportivo, zona espalda",azul,deportivo,texto,espalda
"Camiseta con imagen de montaña, color rojo, estilo minimalista, posición esquina",rojo,minimalista,montaña,esquina
"Necesito una camiseta con gráfico de sol en zona esquina, color verde, estilo retro",verde,retro,sol,esquina
"Diseño de camiseta: gráfico de sol, color verde, estilo urbano, posición pecho",verde,urbano,sol,pecho
Camiseta de color verde con motivo minimalista de guitarra en la zona espalda,verde,minimalista,guitarra,espalda
"Crear camiseta de estilo vintage con motivo de automóvil en color blanco, zona pecho",blanco,vintage,automóvil,pecho
Camiseta de color blanco con motivo minimalista de texto en la zona esquina,blanco,minimalista,texto,esquina
"Diseño de camiseta: gráfico de automóvil, color negro, estilo minimalista, posición pecho",negro,minimalista,automóvil,pecho
"Diseño de camiseta: gráfico de lobo, color blanco, estilo urbano, posición pecho",blanco,urbano,lobo,pecho
"Quiero diseño de calavera en camiseta color rojo, estilo retro, ubicado en esquina",rojo,retro,calavera,esquina
"Diseñar camiseta: elemento gráfico águila, color gris, estilo minimalista, ubicación espalda",gris,minimalista,águila,espalda
"Diseño de camiseta: gráfico de guitarra, color negro, estilo urbano, posición espalda",negro,urbano,guitarra,espalda
"Quiero una camiseta con diseño de águila en estilo urbano, color rojo, posición pecho",rojo,urbano,águila,pecho
"Diseño de camiseta: gráfico de dragón, color azul, estilo deportivo, posición espalda",azul,deportivo,dragón,espalda
"Diseño de camiseta: gráfico de dragón, color blanco, estilo minimalista, posición pecho",blanco,minimalista,dragón,pecho
"Camiseta de color verde, diseño de dragón, estilo minimalista, zona espalda",verde,minimalista,dragón,espalda
"Necesito una camiseta con gráfico de dragón en zona pecho, color rojo, estilo retro",rojo,retro,dragón,pecho
Camiseta de color blanco con motivo urbano de lobo en la zona centrado,blanco,urbano,lobo,centrado
"Camiseta color azul, estilo retro, con estampado de árbol en zona espalda",azul,retro,árbol,espalda
"Camiseta de color negro, diseño de guitarra, estilo minimalista, zona esquina",negro,minimalista,guitarra,esquina
"Camiseta con imagen de sol, color verde, estilo urbano, posición pecho",verde,urbano,sol,pecho
"Generar camiseta de estilo deportivo, color verde, imagen de guitarra en zona centrado",verde,deportivo,guitarra,centrado
"Crear camiseta de estilo deportivo con motivo de guitarra en color negro, zona espalda",negro,deportivo,guitarra,espalda
"Diseñar camiseta: elemento gráfico automóvil, color rojo, estilo urbano, ubicación esquina",rojo,urbano,automóvil,esquina
"Quiero una camiseta con diseño de calavera en estilo minimalista, color blanco, posición espalda",blanco,minimalista,calavera,espalda
"Necesito una camiseta con gráfico de automóvil en zona pecho, color gris, estilo deportivo",gris,deportivo,automóvil,pecho
"Generar camiseta de estilo minimalista, color azul, imagen de sol en zona pecho",azul,minimalista,sol,pecho
"Crear camiseta de estilo vintage con motivo de sol en color negro, zona centrado",negro,vintage,sol,centrado
"Diseño para camiseta: águila en posición espalda, color blanco, estilo visual urbano",blanco,urbano,águila,espalda
"Diseñar camiseta: elemento gráfico águila, color gris, estilo minimalista, ubicación esquina",gris,minimalista,águila,esquina
"Camiseta con estampado de árbol, color principal rojo, estilo visual deportivo, zona espalda",rojo,deportivo,árbol,espalda
"Diseñar camiseta: elemento gráfico montaña, color verde, estilo retro, ubicación pecho",verde,retro,montaña,pecho
Camiseta de color verde con motivo minimalista de montaña en la zona pecho,verde,minimalista,montaña,pecho
"Quiero estampado de árbol en zona pecho, color gris, estilo retro",gris,retro,árbol,pecho
"Generar camiseta de estilo urbano, color azul, imagen de dragón en zona esquina",azul,urbano,dragón,esquina
"Quiero estampado de sol en zona centrado, color gris, estilo deportivo",gris,deportivo,sol,centrado
"Quiero estampado de automóvil en zona pecho, color gris, estilo vintage",gris,vintage,automóvil,pecho
"Necesito una camiseta con gráfico de lobo en zona espalda, color azul, estilo deportivo",azul,deportivo,lobo,espalda
"Quiero diseño de sol en camiseta color verde, estilo vintage, ubicado en espalda",verde,vintage,sol,espalda
"Diseñar camiseta: elemento gráfico guitarra, color azul, estilo minimalista, ubicación pecho",azul,minimalista,guitarra,pecho
"Necesito una camiseta con gráfico de texto en zona centrado, color verde, estilo retro",verde,retro,texto,centrado
"Quiero diseño de águila en camiseta color azul, estilo vintage, ubicado en pecho",azul,vintage,águila,pecho
"Camiseta color gris, estilo vintage, con estampado de texto en zona centrado",gris,vintage,texto,centrado
Camiseta de color verde con motivo urbano de lobo en la zona centrado,verde,urbano,lobo,centrado
"Necesito una camiseta con gráfico de calavera en zona pecho, color rojo, estilo retro",rojo,retro,calavera,pecho
"Crear camiseta de estilo urbano con motivo de automóvil en color blanco, zona espalda",blanco,urbano,automóvil,espalda
"Quiero diseño de águila en camiseta color blanco, estilo urbano, ubicado en centrado",blanco,urbano,águila,centrado
"Generar camiseta de estilo retro, color azul, imagen de guitarra en zona pecho",azul,retro,guitarra,pecho
Camiseta de color verde con motivo urbano de texto en la zona esquina,verde,urbano,texto,esquina
"Quiero una camiseta con diseño de árbol en estilo minimalista, color azul, posición pecho",azul,minimalista,árbol,pecho
"Camiseta color azul, estilo deportivo, con estampado de dragón en zona centrado",azul,deportivo,dragón,centrado
"Quiero una camiseta con diseño de calavera en estilo deportivo, color blanco, posición pecho",blanco,deportivo,calavera,pecho
"Diseñar camiseta: elemento gráfico lobo, color negro, estilo urbano, ubicación centrado",negro,urbano,lobo,centrado
Camiseta de color blanco con motivo deportivo de sol en la zona esquina,blanco,deportivo,sol,esquina
"Camiseta con estampado de guitarra, color principal blanco, estilo visual deportivo, zona esquina",blanco,deportivo,guitarra,esquina
"Quiero diseño de sol en camiseta color blanco, estilo retro, ubicado en espalda",blanco,retro,sol,espalda
"Diseño de camiseta: gráfico de calavera, color azul, estilo vintage, posición centrado",azul,vintage,calavera,centrado
"Crear camiseta de estilo retro con motivo de guitarra en color negro, zona esquina",negro,retro,guitarra,esquina
"Diseño de camiseta: gráfico de texto, color blanco, estilo vintage, posición pecho",blanco,vintage,texto,pecho
"Diseño para camiseta: dragón en posición centrado, color verde, estilo visual minimalista",verde,minimalista,dragón,centrado
"Quiero diseño de guitarra en camiseta color verde, estilo vintage, ubicado en espalda",verde,vintage,guitarra,espalda
Camiseta de color negro con motivo vintage de texto en la zona pecho,negro,vintage,texto,pecho
"Quiero estampado de calavera en zona pecho, color rojo, estilo urbano",rojo,urbano,calavera,pecho
"Generar camiseta de estilo vintage, color azul, imagen de calavera en zona espalda",azul,vintage,calavera,espalda
"Quiero una camiseta con diseño de águila en estilo urbano, color rojo, posición esquina",rojo,urbano,águila,esquina
Camiseta de color blanco con motivo vintage de calavera en la zona centrado,blanco,vintage,calavera,centrado
"Diseño para camiseta: árbol en posición centrado, color rojo, estilo visual urbano",rojo,urbano,árbol,centrado
"Camiseta de color gris, diseño de guitarra, estilo urbano, zona pecho",gris,urbano,guitarra,pecho
"Necesito una camiseta con gráfico de sol en zona centrado, color azul, estilo urbano",azul,urbano,sol,centrado
"Quiero estampado de dragón en zona esquina, color verde, estilo minimalista",verde,minimalista,dragón,esquina
"Quiero una camiseta con diseño de automóvil en estilo minimalista, color gris, posición centrado",gris,minimalista,automóvil,centrado
"Camiseta color verde, estilo urbano, con estampado de texto en zona esquina",verde,urbano,texto,esquina
"Generar camiseta de estilo vintage, color rojo, imagen de águila en zona centrado",rojo,vintage,águila,centrado
"Diseño de camiseta: gráfico de guitarra, color negro, estilo minimalista, posición espalda",negro,minimalista,guitarra,espalda
"Crear camiseta de estilo minimalista con motivo de sol en color rojo, zona esquina",rojo,minimalista,sol,esquina
"Diseño de camiseta: gráfico de árbol, color verde, estilo urbano, posición centrado",verde,urbano,árbol,centrado
"Necesito una camiseta con gráfico de árbol en zona centrado, color gris, estilo minimalista",gris,minimalista,árbol,centrado
"Camiseta con imagen de árbol, color gris, estilo deportivo, posición centrado",gris,deportivo,árbol,centrado
"Diseño para camiseta: sol en posición esquina, color rojo, estilo visual urbano",rojo,urbano,sol,esquina
"Quiero diseño de águila en camiseta color verde, estilo urbano, ubicado en pecho",verde,urbano,águila,pecho
"Diseño de camiseta: gráfico de lobo, color azul, estilo vintage, posición espalda",azul,vintage,lobo,espalda
"Generar camiseta de estilo deportivo, color azul, imagen de montaña en zona espalda",azul,deportivo,montaña,espalda
"Quiero una camiseta con diseño de árbol en estilo vintage, color blanco, posición centrado",blanco,vintage,árbol,centrado
"Diseño de camiseta: gráfico de sol, color blanco, estilo vintage, posición espalda",blanco,vintage,sol,espalda
"Camiseta con estampado de montaña, color principal rojo, estilo visual deportivo, zona espalda",rojo,deportivo,montaña,espalda
"Camiseta color negro, estilo minimalista, con estampado de dragón en zona esquina",negro,minimalista,dragón,esquina
"Camiseta de color rojo, diseño de montaña, estilo minimalista, zona espalda",rojo,minimalista,montaña,espalda
"Camiseta con imagen de lobo, color verde, estilo minimalista, posición esquina",verde,minimalista,lobo,esquina
"Quiero estampado de guitarra en zona pecho, color rojo, estilo urbano",rojo,urbano,guitarra,pecho
"Generar camiseta de estilo retro, color negro, imagen de texto en zona esquina",negro,retro,texto,esquina
"Camiseta con imagen de montaña, color rojo, estilo retro, posición centrado",rojo,retro,montaña,centrado
"Camiseta con estampado de dragón, color principal negro, estilo visual deportivo, zona pecho",negro,deportivo,dragón,pecho
"Diseño de camiseta: gráfico de árbol, color azul, estilo deportivo, posición esquina",azul,deportivo,árbol,esquina
"Quiero una camiseta con diseño de dragón en estilo minimalista, color negro, posición centrado",negro,minimalista,dragón,centrado
"Diseño de camiseta: gráfico de dragón, color rojo, estilo vintage, posición centrado",rojo,vintage,dragón,centrado
"Quiero diseño de texto en camiseta color azul, estilo vintage, ubicado en pecho",azul,vintage,texto,pecho
"Camiseta color negro, estilo minimalista, con estampado de dragón en zona centrado",negro,minimalista,dragón,centrado
"Crear camiseta de estilo retro con motivo de calavera en color azul, zona espalda",azul,retro,calavera,espalda
"Necesito una camiseta con gráfico de montaña en zona esquina, color negro, estilo retro",negro,retro,montaña,esquina
"Diseño de camiseta: gráfico de dragón, color rojo, estilo deportivo, posición esquina",rojo,deportivo,dragón,esquina
"Diseño para camiseta: sol en posición centrado, color negro, estilo visual vintage",negro,vintage,sol,centrado
"Quiero una camiseta con diseño de lobo en estilo vintage, color rojo, posición esquina",rojo,vintage,lobo,esquina
"Diseñar camiseta: elemento gráfico lobo, color blanco, estilo vintage, ubicación pecho",blanco,vintage,lobo,pecho
"Camiseta de color blanco, diseño de dragón, estilo retro, zona centrado",blanco,retro,dragón,centrado
"Camiseta de color verde, diseño de dragón, estilo urbano, zona pecho",verde,urbano,dragón,pecho
"Necesito una camiseta con gráfico de lobo en zona esquina, color rojo, estilo vintage",rojo,vintage,lobo,esquina
"Camiseta color verde, estilo urbano, con estampado de sol en zona esquina",verde,urbano,sol,esquina
"Quiero una camiseta con diseño de texto en estilo retro, color verde, posición esquina",verde,retro,texto,esquina
"Quiero una camiseta con diseño de sol en estilo urbano, color blanco, posición esquina",blanco,urbano,sol,esquina
"Camiseta con estampado de águila, color principal negro, estilo visual urbano, zona esquina",negro,urbano,águila,esquina
"Quiero estampado de sol en zona espalda, color negro, estilo minimalista",negro,minimalista,sol,espalda
"Diseñar camiseta: elemento gráfico guitarra, color azul, estilo vintage, ubicación espalda",azul,vintage,guitarra,espalda
"Diseño para camiseta: texto en posición espalda, color gris, estilo visual retro",gris,retro,texto,espalda
"Camiseta color rojo, estilo minimalista, con estampado de águila en zona espalda",rojo,minimalista,águila,espalda
"Generar camiseta de estilo retro, color azul, imagen de sol en zona centrado",azul,retro,sol,centrado
"Diseño de camiseta: gráfico de águila, color verde, estilo deportivo, posición pecho",verde,deportivo,águila,pecho
"Crear camiseta de estilo retro con motivo de sol en color azul, zona esquina",azul,retro,sol,esquina
"Crear camiseta de estilo urbano con motivo de árbol en color verde, zona pecho",verde,urbano,árbol,pecho
"Quiero estampado de águila en zona espalda, color gris, estilo deportivo",gris,deportivo,águila,espalda
"Diseño para camiseta: texto en posición espalda, color blanco, estilo visual minimalista",blanco,minimalista,texto,espalda
"Camiseta con imagen de árbol, color negro, estilo minimalista, posición centrado",negro,minimalista,árbol,centrado
"Crear camiseta de estilo retro con motivo de sol en color negro, zona esquina",negro,retro,sol,esquina
"Crear camiseta de estilo deportivo con motivo de automóvil en color negro, zona espalda",negro,deportivo,automóvil,espalda
"Diseñar camiseta: elemento gráfico montaña, color verde, estilo minimalista, ubicación espalda",verde,minimalista,montaña,espalda
"Diseño para camiseta: texto en posición centrado, color azul, estilo visual vintage",azul,vintage,texto,centrado
"Diseño de camiseta: gráfico de sol, color blanco, estilo vintage, posición pecho",blanco,vintage,sol,pecho
"Quiero una camiseta con diseño de texto en estilo minimalista, color verde, posición espalda",verde,minimalista,texto,espalda
"Quiero diseño de montaña en camiseta color verde, estilo deportivo, ubicado en centrado",verde,deportivo,montaña,centrado
"Camiseta color blanco, estilo minimalista, con estampado de montaña en zona pecho",blanco,minimalista,montaña,pecho
"Camiseta con imagen de calavera, color azul, estilo deportivo, posición centrado",azul,deportivo,calavera,centrado
"Diseño para camiseta: águila en posición pecho, color verde, estilo visual urbano",verde,urbano,águila,pecho
"Necesito una camiseta con gráfico de águila en zona pecho, color negro, estilo deportivo",negro,deportivo,águila,pecho
"Camiseta de color verde, diseño de sol, estilo retro, zona espalda",verde,retro,sol,espalda
"Crear camiseta de estilo deportivo con motivo de texto en color gris, zona pecho",gris,deportivo,texto,pecho
"Generar camiseta de estilo deportivo, color negro, imagen de calavera en zona pecho",negro,deportivo,calavera,pecho
"Camiseta con estampado de automóvil, color principal negro, estilo visual minimalista, zona esquina",negro,minimalista,automóvil,esquina
"Camiseta color blanco, estilo retro, con estampado de lobo en zona esquina",blanco,retro,lobo,esquina
"Camiseta color verde, estilo minimalista, con estampado de lobo en zona centrado",verde,minimalista,lobo,centrado
"Camiseta con estampado de automóvil, color principal gris, estilo visual deportivo, zona pecho",gris,deportivo,automóvil,pecho
"Quiero diseño de dragón en camiseta color rojo, estilo vintage, ubicado en espalda",rojo,vintage,dragón,espalda
"Generar camiseta de estilo vintage, color verde, imagen de águila en zona esquina",verde,vintage,águila,esquina
"Quiero una camiseta con diseño de calavera en estilo urbano, color negro, posición espalda",negro,urbano,calavera,espalda
"Diseño de camiseta: gráfico de automóvil, color verde, estilo minimalista, posición centrado",verde,minimalista,automóvil,centrado
"Generar camiseta de estilo deportivo, color azul, imagen de dragón en zona centrado",azul,deportivo,dragón,centrado
"Quiero estampado de montaña en zona esquina, color negro, estilo deportivo",negro,deportivo,montaña,esquina
"Diseño de camiseta: gráfico de guitarra, color verde, estilo deportivo, posición esquina",verde,deportivo,guitarra,esquina
"Generar camiseta de estilo minimalista, color gris, imagen de sol en zona centrado",gris,minimalista,sol,centrado
"Camiseta de color azul, diseño de montaña, estilo deportivo, zona centrado",azul,deportivo,montaña,centrado
"Diseño para camiseta: árbol en posición pecho, color negro, estilo visual deportivo",negro,deportivo,árbol,pecho
"Necesito una camiseta con gráfico de sol en zona centrado, color gris, estilo retro",gris,retro,sol,centrado
"Camiseta con estampado de águila, color principal verde, estilo visual deportivo, zona espalda",verde,deportivo,águila,espalda
"Quiero una camiseta con diseño de águila en estilo minimalista, color rojo, posición centrado",rojo,minimalista,águila,centrado
"Quiero diseño de dragón en camiseta color rojo, estilo urbano, ubicado en esquina",rojo,urbano,dragón,esquina
"Quiero diseño de guitarra en camiseta color rojo, estilo vintage, ubicado en centrado",rojo,vintage,guitarra,centrado
"Camiseta color azul, estilo minimalista, con estampado de guitarra en zona espalda",azul,minimalista,guitarra,espalda
"Quiero una camiseta con diseño de calavera en estilo minimalista, color rojo, posición pecho",rojo,minimalista,calavera,pecho
"Diseño de camiseta: gráfico de águila, color gris, estilo minimalista, posición espalda",gris,minimalista,águila,espalda
"Camiseta con estampado de árbol, color principal verde, estilo visual retro, zona esquina",verde,retro,árbol,esquina
"Diseño de camiseta: gráfico de guitarra, color negro, estilo deportivo, posición esquina",negro,deportivo,guitarra,esquina
"Diseño de camiseta: gráfico de dragón, color gris, estilo deportivo, posición centrado",gris,deportivo,dragón,centrado
"Camiseta con imagen de montaña, color azul, estilo retro, posición esquina",azul,retro,montaña,esquina
"Camiseta de color verde, diseño de dragón, estilo retro, zona esquina",verde,retro,dragón,esquina
"Camiseta de color verde, diseño de calavera, estilo vintage, zona centrado",verde,vintage,calavera,centrado
Camiseta de color rojo con motivo deportivo de montaña en la zona esquina,rojo,deportivo,montaña,esquina
"Generar camiseta de estilo urbano, color verde, imagen de montaña en zona centrado",verde,urbano,montaña,centrado
"Camiseta con estampado de texto, color principal gris, estilo visual deportivo, zona esquina",gris,deportivo,texto,esquina
"Diseñar camiseta: elemento gráfico guitarra, color blanco, estilo deportivo, ubicación centrado",blanco,deportivo,guitarra,centrado
Camiseta de color verde con motivo retro de calavera en la zona pecho,verde,retro,calavera,pecho
"Camiseta con imagen de guitarra, color azul, estilo vintage, posición pecho",azul,vintage,guitarra,pecho
"Camiseta con estampado de sol, color principal rojo, estilo visual retro, zona centrado",rojo,retro,sol,centrado
"Quiero una camiseta con diseño de montaña en estilo deportivo, color rojo, posición esquina",rojo,deportivo,montaña,esquina
"Quiero diseño de texto en camiseta color verde, estilo vintage, ubicado en pecho",verde,vintage,texto,pecho
Camiseta de color blanco con motivo deportivo de montaña en la zona esquina,blanco,deportivo,montaña,esquina
"Quiero estampado de sol en zona esquina, color gris, estilo minimalista",gris,minimalista,sol,esquina
"Camiseta con estampado de texto, color principal verde, estilo visual retro, zona centrado",verde,retro,texto,centrado
"Camiseta con imagen de sol, color negro, estilo urbano, posición espalda",negro,urbano,sol,espalda
"Camiseta con estampado de águila, color principal gris, estilo visual vintage, zona pecho",gris,vintage,águila,pecho
"Quiero diseño de lobo en camiseta color blanco, estilo urbano, ubicado en centrado",blanco,urbano,lobo,centrado
"Quiero diseño de texto en camiseta color rojo, estilo deportivo, ubicado en pecho",rojo,deportivo,texto,pecho
"Camiseta con estampado de lobo, color principal azul, estilo visual deportivo, zona centrado",azul,deportivo,lobo,centrado
"Generar camiseta de estilo vintage, color rojo, imagen de lobo en zona esquina",rojo,vintage,lobo,esquina
Camiseta de color negro con motivo minimalista de dragón en la zona esquina,negro,minimalista,dragón,esquina
"Diseñar camiseta: elemento gráfico sol, color gris, estilo minimalista, ubicación pecho",gris,minimalista,sol,pecho
Camiseta de color blanco con motivo minimalista de águila en la zona esquina,blanco,minimalista,águila,esquina
"Camiseta con imagen de lobo, color blanco, estilo vintage, posición esquina",blanco,vintage,lobo,esquina
"Camiseta de color verde, diseño de texto, estilo deportivo, zona pecho",verde,deportivo,texto,pecho
"Necesito una camiseta con gráfico de calavera en zona centrado, color rojo, estilo minimalista",rojo,minimalista,calavera,centrado
"Quiero diseño de águila en camiseta color gris, estilo vintage, ubicado en centrado",gris,vintage,águila,centrado
"Diseñar camiseta: elemento gráfico montaña, color verde, estilo vintage, ubicación pecho",verde,vintage,montaña,pecho
"Diseñar camiseta: elemento gráfico calavera, color blanco, estilo deportivo, ubicación espalda",blanco,deportivo,calavera,espalda
"Quiero estampado de lobo en zona centrado, color negro, estilo minimalista",negro,minimalista,lobo,centrado
"Necesito una camiseta con gráfico de águila en zona pecho, color gris, estilo deportivo",gris,deportivo,águila,pecho
Camiseta de color negro con motivo urbano de sol en la zona esquina,negro,urbano,sol,esquina
"Diseñar camiseta: elemento gráfico árbol, color verde, estilo vintage, ubicación centrado",verde,vintage,árbol,centrado
"Quiero una camiseta con diseño de árbol en estilo retro, color rojo, posición esquina",rojo,retro,árbol,esquina
"Diseño de camiseta: gráfico de automóvil, color verde, estilo urbano, posición pecho",verde,urbano,automóvil,pecho
"Quiero diseño de automóvil en camiseta color verde, estilo minimalista, ubicado en centrado",verde,minimalista,automóvil,centrado
"Camiseta de color azul, diseño de lobo, estilo retro, zona espalda",azul,retro,lobo,espalda
"Diseñar camiseta: elemento gráfico automóvil, color rojo, estilo retro, ubicación centrado",rojo,retro,automóvil,centrado
"Camiseta de color verde, diseño de automóvil, estilo deportivo, zona espalda",verde,deportivo,automóvil,espalda
"Generar camiseta de estilo urbano, color negro, imagen de automóvil en zona espalda",negro,urbano,automóvil,espalda
Camiseta de color blanco con motivo vintage de árbol en la zona pecho,blanco,vintage,árbol,pecho
Camiseta de color verde con motivo minimalista de automóvil en la zona esquina,verde,minimalista,automóvil,esquina
"Camiseta con estampado de guitarra, color principal blanco, estilo visual retro, zona espalda",blanco,retro,guitarra,espalda
"Camiseta con imagen de águila, color azul, estilo urbano, posición pecho",azul,urbano,águila,pecho
"Generar camiseta de estilo retro, color rojo, imagen de guitarra en zona espalda",rojo,retro,guitarra,espalda
"Camiseta de color azul, diseño de texto, estilo minimalista, zona pecho",azul,minimalista,texto,pecho
"Diseñar camiseta: elemento gráfico automóvil, color rojo, estilo urbano, ubicación esquina",rojo,urbano,automóvil,esquina
"Necesito una camiseta con gráfico de lobo en zona espalda, color verde, estilo urbano",verde,urbano,lobo,espalda
"Camiseta de color blanco, diseño de texto, estilo retro, zona centrado",blanco,retro,texto,centrado
"Diseñar camiseta: elemento gráfico montaña, color verde, estilo vintage, ubicación espalda",verde,vintage,montaña,espalda
"Crear camiseta de estilo deportivo con motivo de guitarra en color blanco, zona pecho",blanco,deportivo,guitarra,pecho
"Diseño para camiseta: sol en posición pecho, color blanco, estilo visual urbano",blanco,urbano,sol,pecho
"Quiero estampado de árbol en zona centrado, color negro, estilo deportivo",negro,deportivo,árbol,centrado
"Quiero una camiseta con diseño de automóvil en estilo minimalista, color blanco, posición espalda",blanco,minimalista,automóvil,espalda
"Crear camiseta de estilo deportivo con motivo de sol en color negro, zona espalda",negro,deportivo,sol,espalda
"Quiero una camiseta con diseño de montaña en estilo vintage, color azul, posición espalda",azul,vintage,montaña,espalda
"Camiseta color verde, estilo urbano, con estampado de dragón en zona esquina",verde,urbano,dragón,esquina
"Camiseta color blanco, estilo minimalista, con estampado de sol en zona esquina",blanco,minimalista,sol,esquina
Camiseta de color blanco con motivo vintage de águila en la zona espalda,blanco,vintage,águila,espalda
"Generar camiseta de estilo retro, color rojo, imagen de sol en zona pecho",rojo,retro,sol,pecho
"Quiero estampado de automóvil en zona pecho, color verde, estilo vintage",verde,vintage,automóvil,pecho
"Camiseta con imagen de calavera, color gris, estilo retro, posición espalda",gris,retro,calavera,espalda
"Quiero una camiseta con diseño de automóvil en estilo minimalista, color azul, posición pecho",azul,minimalista,automóvil,pecho
"Camiseta color blanco, estilo deportivo, con estampado de águila en zona espalda",blanco,deportivo,águila,espalda
"Quiero estampado de montaña en zona centrado, color negro, estilo deportivo",negro,deportivo,montaña,centrado
"Camiseta con estampado de dragón, color principal blanco, estilo visual minimalista, zona centrado",blanco,minimalista,dragón,centrado
"Camiseta con imagen de dragón, color blanco, estilo vintage, posición centrado",blanco,vintage,dragón,centrado
"Camiseta de color blanco, diseño de lobo, estilo minimalista, zona espalda",blanco,minimalista,lobo,espalda
"Crear camiseta de estilo minimalista con motivo de águila en color negro, zona centrado",negro,minimalista,águila,centrado
Camiseta de color azul con motivo vintage de montaña en la zona centrado,azul,vintage,montaña,centrado
"Quiero diseño de calavera en camiseta color blanco, estilo deportivo, ubicado en pecho",blanco,deportivo,calavera,pecho
"Diseño de camiseta: gráfico de calavera, color gris, estilo retro, posición pecho",gris,retro,calavera,pecho
"Quiero estampado de árbol en zona centrado, color azul, estilo vintage",azul,vintage,árbol,centrado
"Necesito una camiseta con gráfico de texto en zona centrado, color verde, estilo minimalista",verde,minimalista,texto,centrado
"Camiseta color negro, estilo deportivo, con estampado de automóvil en zona espalda",negro,deportivo,automóvil,espalda
"Diseño de camiseta: gráfico de montaña, color gris, estilo vintage, posición esquina",gris,vintage,montaña,esquina
"Camiseta de color rojo, diseño de automóvil, estilo retro, zona pecho",rojo,retro,automóvil,pecho
"Camiseta de color gris, diseño de guitarra, estilo vintage, zona espalda",gris,vintage,guitarra,espalda
"Camiseta color azul, estilo urbano, con estampado de calavera en zona centrado",azul,urbano,calavera,centrado
"Quiero diseño de montaña en camiseta color rojo, estilo retro, ubicado en espalda",rojo,retro,montaña,espalda
"Diseño para camiseta: calavera en posición centrado, color rojo, estilo visual deportivo",rojo,deportivo,calavera,centrado
"Diseño para camiseta: sol en posición pecho, color blanco, estilo visual minimalista",blanco,minimalista,sol,pecho
"Diseño de camiseta: gráfico de sol, color negro, estilo vintage, posición pecho",negro,vintage,sol,pecho
"Quiero una camiseta con diseño de calavera en estilo deportivo, color gris, posición pecho",gris,deportivo,calavera,pecho
"Camiseta color rojo, estilo retro, con estampado de lobo en zona pecho",rojo,retro,lobo,pecho
"Crear camiseta de estilo retro con motivo de árbol en color verde, zona esquina",verde,retro,árbol,esquina
"Camiseta color rojo, estilo urbano, con estampado de montaña en zona centrado",rojo,urbano,montaña,centrado
"Quiero una camiseta con diseño de calavera en estilo urbano, color negro, posición centrado",negro,urbano,calavera,centrado
"Quiero una camiseta con diseño de dragón en estilo deportivo, color azul, posición espalda",azul,deportivo,dragón,espalda
"Generar camiseta de estilo vintage, color negro, imagen de árbol en zona centrado",negro,vintage,árbol,centrado
"Camiseta con imagen de águila, color negro, estilo retro, posición espalda",negro,retro,águila,espalda
"Diseñar camiseta: elemento gráfico dragón, color azul, estilo vintage, ubicación espalda",azul,vintage,dragón,espalda
"Quiero una camiseta con diseño de guitarra en estilo retro, color blanco, posición centrado",blanco,retro,guitarra,centrado
"Diseñar camiseta: elemento gráfico dragón, color gris, estilo retro, ubicación centrado",gris,retro,dragón,centrado
"Necesito una camiseta con gráfico de sol en zona esquina, color negro, estilo deportivo",negro,deportivo,sol,esquina
"Camiseta con imagen de texto, color verde, estilo urbano, posición pecho",verde,urbano,texto,pecho
"Diseño de camiseta: gráfico de guitarra, color azul, estilo deportivo, posición espalda",azul,deportivo,guitarra,espalda
