id,prompt,color,estilo,elemento,posicion
1583,"Necesito una camiseta con gráfico de calavera en zona espalda, color blanco, estilo retro",blanco,retro,calavera,espalda
1584,"Camiseta de color rojo, diseño de calavera, estilo urbano, zona esquina",rojo,urbano,calavera,esquina
1585,"Quiero diseño de montaña en camiseta color rojo, estilo urbano, ubicado en esquina",rojo,urbano,montaña,esquina
1586,"Diseño de camiseta: gráfico de dragón, color blanco, estilo deportivo, posición esquina",blanco,deportivo,dragón,esquina
1587,"Diseño para camiseta: dragón en posición centrado, color negro, estilo visual deportivo",negro,deportivo,dragón,centrado
1588,"Necesito una camiseta con gráfico de árbol en zona centrado, color rojo, estilo urbano",rojo,urbano,árbol,centrado
1589,"Camiseta de color gris, diseño de calavera, estilo deportivo, zona centrado",gris,deportivo,calavera,centrado
1590,"Camiseta con imagen de lobo, color verde, estilo minimalista, posición centrado",verde,minimalista,lobo,centrado
1591,"Quiero diseño de montaña en camiseta color gris, estilo urbano, ubicado en espalda",gris,urbano,montaña,espalda
1592,"Diseño de camiseta: gráfico de águila, color azul, estilo deportivo, posición esquina",azul,deportivo,águila,esquina
1593,Camiseta de color blanco con motivo retro de montaña en la zona pecho,blanco,retro,montaña,pecho
1594,"Crear camiseta de estilo vintage con motivo de águila en color azul, zona pecho",azul,vintage,águila,pecho
1595,"Camiseta de color negro, diseño de montaña, estilo minimalista, zona centrado",negro,minimalista,montaña,centrado
1596,"Camiseta con imagen de árbol, color blanco, estilo deportivo, posición centrado",blanco,deportivo,árbol,centrado
1597,"Crear camiseta de estilo urbano con motivo de dragón en color rojo, zona espalda",rojo,urbano,dragón,espalda
1598,"Camiseta color azul, estilo urbano, con estampado de lobo en zona espalda",azul,urbano,lobo,espalda
1599,"Quiero diseño de árbol en camiseta color azul, estilo retro, ubicado en pecho",azul,retro,árbol,pecho
1600,"Necesito una camiseta con gráfico de texto en zona pecho, color rojo, estilo deportivo",rojo,deportivo,texto,pecho
1601,Camiseta de color rojo con motivo deportivo de calavera en la zona esquina,rojo,deportivo,calavera,esquina
1602,Camiseta de color blanco con motivo vintage de águila en la zona centrado,blanco,vintage,águila,centrado
1603,"Camiseta con estampado de guitarra, color principal rojo, estilo visual retro, zona espalda",rojo,retro,guitarra,espalda
1604,"Camiseta con imagen de montaña, color gris, estilo urbano, posición pecho",gris,urbano,montaña,pecho
1605,Camiseta de color verde con motivo deportivo de dragón en la zona espalda,verde,deportivo,dragón,espalda
1606,"Generar camiseta de estilo minimalista, color blanco, imagen de montaña en zona espalda",blanco,minimalista,montaña,espalda
1607,"Camiseta con estampado de sol, color principal negro, estilo visual urbano, zona pecho",negro,urbano,sol,pecho
1608,"Diseño de camiseta: gráfico de águila, color azul, estilo minimalista, posición esquina",azul,minimalista,águila,esquina
1609,"Camiseta con estampado de texto, color principal azul, estilo visual deportivo, zona espalda",azul,deportivo,texto,espalda
1610,"Camiseta con imagen de montaña, color rojo, estilo minimalista, posición esquina",rojo,minimalista,montaña,esquina
1611,"Necesito una camiseta con gráfico de sol en zona esquina, color verde, estilo retro",verde,retro,sol,esquina
1612,"Diseño de camiseta: gráfico de sol, color verde, estilo urbano, posición pecho",verde,urbano,sol,pecho
1613,Camiseta de color verde con motivo minimalista de guitarra en la zona espalda,verde,minimalista,guitarra,espalda
1614,"Crear camiseta de estilo vintage con motivo de automóvil en color blanco, zona pecho",blanco,vintage,automóvil,pecho
1615,Camiseta de color blanco con motivo minimalista de texto en la zona esquina,blanco,minimalista,texto,esquina
1616,"Diseño de camiseta: gráfico de automóvil, color negro, estilo minimalista, posición pecho",negro,minimalista,automóvil,pecho
1617,"Diseño de camiseta: gráfico de lobo, color blanco, estilo urbano, posición pecho",blanco,urbano,lobo,pecho
1618,"Quiero diseño de calavera en camiseta color rojo, estilo retro, ubicado en esquina",rojo,retro,calavera,esquina
1619,"Diseñar camiseta: elemento gráfico águila, color gris, estilo minimalista, ubicación espalda",gris,minimalista,águila,espalda
1620,"Diseño de camiseta: gráfico de guitarra, color negro, estilo urbano, posición espalda",negro,urbano,guitarra,espalda
1621,"Quiero una camiseta con diseño de águila en estilo urbano, color rojo, posición pecho",rojo,urbano,águila,pecho
1622,"Diseño de camiseta: gráfico de dragón, color azul, estilo deportivo, posición espalda",azul,deportivo,dragón,espalda
1623,"Diseño de camiseta: gráfico de dragón, color blanco, estilo minimalista, posición pecho",blanco,minimalista,dragón,pecho
1624,"Camiseta de color verde, diseño de dragón, estilo minimalista, zona espalda",verde,minimalista,dragón,espalda
1625,"Necesito una camiseta con gráfico de dragón en zona pecho, color rojo, estilo retro",rojo,retro,dragón,pecho
1626,Camiseta de color blanco con motivo urbano de lobo en la zona centrado,blanco,urbano,lobo,centrado
1627,"Camiseta color azul, estilo retro, con estampado de árbol en zona espalda",azul,retro,árbol,espalda
1628,"Camiseta de color negro, diseño de guitarra, estilo minimalista, zona esquina",negro,minimalista,guitarra,esquina
1629,"Camiseta con imagen de sol, color verde, estilo urbano, posición pecho",verde,urbano,sol,pecho
1630,"Generar camiseta de estilo deportivo, color verde, imagen de guitarra en zona centrado",verde,deportivo,guitarra,centrado
1631,"Crear camiseta de estilo deportivo con motivo de guitarra en color negro, zona espalda",negro,deportivo,guitarra,espalda
1632,"Diseñar camiseta: elemento gráfico automóvil, color rojo, estilo urbano, ubicación esquina",rojo,urbano,automóvil,esquina
1633,"Quiero una camiseta con diseño de calavera en estilo minimalista, color blanco, posición espalda",blanco,minimalista,calavera,espalda
1634,"Necesito una camiseta con gráfico de automóvil en zona pecho, color gris, estilo deportivo",gris,deportivo,automóvil,pecho
1635,"Generar camiseta de estilo minimalista, color azul, imagen de sol en zona pecho",azul,minimalista,sol,pecho
1636,"Crear camiseta de estilo vintage con motivo de sol en color negro, zona centrado",negro,vintage,sol,centrado
1637,"Diseño para camiseta: águila en posición espalda, color blanco, estilo visual urbano",blanco,urbano,águila,espalda
1638,"Diseñar camiseta: elemento gráfico águila, color gris, estilo minimalista, ubicación esquina",gris,minimalista,águila,esquina
1639,"Camiseta con estampado de árbol, color principal rojo, estilo visual deportivo, zona espalda",rojo,deportivo,árbol,espalda
1640,"Diseñar camiseta: elemento gráfico montaña, color verde, estilo retro, ubicación pecho",verde,retro,montaña,pecho
1641,Camiseta de color verde con motivo minimalista de montaña en la zona pecho,verde,minimalista,montaña,pecho
1642,"Quiero estampado de árbol en zona pecho, color gris, estilo retro",gris,retro,árbol,pecho
1643,"Generar camiseta de estilo urbano, color azul, imagen de dragón en zona esquina",azul,urbano,dragón,esquina
1644,"Quiero estampado de sol en zona centrado, color gris, estilo deportivo",gris,deportivo,sol,centrado
1645,"Quiero estampado de automóvil en zona pecho, color gris, estilo vintage",gris,vintage,automóvil,pecho
1646,"Necesito una camiseta con gráfico de lobo en zona espalda, color azul, estilo deportivo",azul,deportivo,lobo,espalda
1647,"Quiero diseño de sol en camiseta color verde, estilo vintage, ubicado en espalda",verde,vintage,sol,espalda
1648,"Diseñar camiseta: elemento gráfico guitarra, color azul, estilo minimalista, ubicación pecho",azul,minimalista,guitarra,pecho
1649,"Necesito una camiseta con gráfico de texto en zona centrado, color verde, estilo retro",verde,retro,texto,centrado
1650,"Quiero diseño de águila en camiseta color azul, estilo vintage, ubicado en pecho",azul,vintage,águila,pecho
1651,"Camiseta color gris, estilo vintage, con estampado de texto en zona centrado",gris,vintage,texto,centrado
1652,Camiseta de color verde con motivo urbano de lobo en la zona centrado,verde,urbano,lobo,centrado
1653,"Necesito una camiseta con gráfico de calavera en zona pecho, color rojo, estilo retro",rojo,retro,calavera,pecho
1654,"Crear camiseta de estilo urbano con motivo de automóvil en color blanco, zona espalda",blanco,urbano,automóvil,espalda
1655,"Quiero diseño de águila en camiseta color blanco, estilo urbano, ubicado en centrado",blanco,urbano,águila,centrado
1656,"Generar camiseta de estilo retro, color azul, imagen de guitarra en zona pecho",azul,retro,guitarra,pecho
1657,Camiseta de color verde con motivo urbano de texto en la zona esquina,verde,urbano,texto,esquina
1658,"Quiero una camiseta con diseño de árbol en estilo minimalista, color azul, posición pecho",azul,minimalista,árbol,pecho
1659,"Camiseta color azul, estilo deportivo, con estampado de dragón en zona centrado",azul,deportivo,dragón,centrado
1660,"Quiero una camiseta con diseño de calavera en estilo deportivo, color blanco, posición pecho",blanco,deportivo,calavera,pecho
1661,"Diseñar camiseta: elemento gráfico lobo, color negro, estilo urbano, ubicación centrado",negro,urbano,lobo,centrado
1662,Camiseta de color blanco con motivo deportivo de sol en la zona esquina,blanco,deportivo,sol,esquina
1663,"Camiseta con estampado de guitarra, color principal blanco, estilo visual deportivo, zona esquina",blanco,deportivo,guitarra,esquina
1664,"Quiero diseño de sol en camiseta color blanco, estilo retro, ubicado en espalda",blanco,retro,sol,espalda
1665,"Diseño de camiseta: gráfico de calavera, color azul, estilo vintage, posición centrado",azul,vintage,calavera,centrado
1666,"Crear camiseta de estilo retro con motivo de guitarra en color negro, zona esquina",negro,retro,guitarra,esquina
1667,"Diseño de camiseta: gráfico de texto, color blanco, estilo vintage, posición pecho",blanco,vintage,texto,pecho
1668,"Diseño para camiseta: dragón en posición centrado, color verde, estilo visual minimalista",verde,minimalista,dragón,centrado
1669,"Quiero diseño de guitarra en camiseta color verde, estilo vintage, ubicado en espalda",verde,vintage,guitarra,espalda
1670,Camiseta de color negro con motivo vintage de texto en la zona pecho,negro,vintage,texto,pecho
1671,"Quiero estampado de calavera en zona pecho, color rojo, estilo urbano",rojo,urbano,calavera,pecho
1672,"Generar camiseta de estilo vintage, color azul, imagen de calavera en zona espalda",azul,vintage,calavera,espalda
1673,"Quiero una camiseta con diseño de águila en estilo urbano, color rojo, posición esquina",rojo,urbano,águila,esquina
1674,Camiseta de color blanco con motivo vintage de calavera en la zona centrado,blanco,vintage,calavera,centrado
1675,"Diseño para camiseta: árbol en posición centrado, color rojo, estilo visual urbano",rojo,urbano,árbol,centrado
1676,"Camiseta de color gris, diseño de guitarra, estilo urbano, zona pecho",gris,urbano,guitarra,pecho
1677,"Necesito una camiseta con gráfico de sol en zona centrado, color azul, estilo urbano",azul,urbano,sol,centrado
1678,"Quiero estampado de dragón en zona esquina, color verde, estilo minimalista",verde,minimalista,dragón,esquina
1679,"Quiero una camiseta con diseño de automóvil en estilo minimalista, color gris, posición centrado",gris,minimalista,automóvil,centrado
1680,"Camiseta color verde, estilo urbano, con estampado de texto en zona esquina",verde,urbano,texto,esquina
1681,"Generar camiseta de estilo vintage, color rojo, imagen de águila en zona centrado",rojo,vintage,águila,centrado
1682,"Diseño de camiseta: gráfico de guitarra, color negro, estilo minimalista, posición espalda",negro,minimalista,guitarra,espalda
1683,"Crear camiseta de estilo minimalista con motivo de sol en color rojo, zona esquina",rojo,minimalista,sol,esquina
1684,"Diseño de camiseta: gráfico de árbol, color verde, estilo urbano, posición centrado",verde,urbano,árbol,centrado
1685,"Necesito una camiseta con gráfico de árbol en zona centrado, color gris, estilo minimalista",gris,minimalista,árbol,centrado
1686,"Camiseta con imagen de árbol, color gris, estilo deportivo, posición centrado",gris,deportivo,árbol,centrado
1687,"Diseño para camiseta: sol en posición esquina, color rojo, estilo visual urbano",rojo,urbano,sol,esquina
1688,"Quiero diseño de águila en camiseta color verde, estilo urbano, ubicado en pecho",verde,urbano,águila,pecho
1689,"Diseño de camiseta: gráfico de lobo, color azul, estilo vintage, posición espalda",azul,vintage,lobo,espalda
1690,"Generar camiseta de estilo deportivo, color azul, imagen de montaña en zona espalda",azul,deportivo,montaña,espalda
1691,"Quiero una camiseta con diseño de árbol en estilo vintage, color blanco, posición centrado",blanco,vintage,árbol,centrado
1692,"Diseño de camiseta: gráfico de sol, color blanco, estilo vintage, posición espalda",blanco,vintage,sol,espalda
1693,"Camiseta con estampado de montaña, color principal rojo, estilo visual deportivo, zona espalda",rojo,deportivo,montaña,espalda
1694,"Camiseta color negro, estilo minimalista, con estampado de dragón en zona esquina",negro,minimalista,dragón,esquina
1695,"Camiseta de color rojo, diseño de montaña, estilo minimalista, zona espalda",rojo,minimalista,montaña,espalda
1696,"Camiseta con imagen de lobo, color verde, estilo minimalista, posición esquina",verde,minimalista,lobo,esquina
1697,"Quiero estampado de guitarra en zona pecho, color rojo, estilo urbano",rojo,urbano,guitarra,pecho
1698,"Generar camiseta de estilo retro, color negro, imagen de texto en zona esquina",negro,retro,texto,esquina
1699,"Camiseta con imagen de montaña, color rojo, estilo retro, posición centrado",rojo,retro,montaña,centrado
1700,"Camiseta con estampado de dragón, color principal negro, estilo visual deportivo, zona pecho",negro,deportivo,dragón,pecho
1701,"Diseño de camiseta: gráfico de árbol, color azul, estilo deportivo, posición esquina",azul,deportivo,árbol,esquina
1702,"Quiero una camiseta con diseño de dragón en estilo minimalista, color negro, posición centrado",negro,minimalista,dragón,centrado
1703,"Diseño de camiseta: gráfico de dragón, color rojo, estilo vintage, posición centrado",rojo,vintage,dragón,centrado
1704,"Quiero diseño de texto en camiseta color azul, estilo vintage, ubicado en pecho",azul,vintage,texto,pecho
1705,"Camiseta color negro, estilo minimalista, con estampado de dragón en zona centrado",negro,minimalista,dragón,centrado
1706,"Crear camiseta de estilo retro con motivo de calavera en color azul, zona espalda",azul,retro,calavera,espalda
1707,"Necesito una camiseta con gráfico de montaña en zona esquina, color negro, estilo retro",negro,retro,montaña,esquina
1708,"Diseño de camiseta: gráfico de dragón, color rojo, estilo deportivo, posición esquina",rojo,deportivo,dragón,esquina
1709,"Diseño para camiseta: sol en posición centrado, color negro, estilo visual vintage",negro,vintage,sol,centrado
1710,"Quiero una camiseta con diseño de lobo en estilo vintage, color rojo, posición esquina",rojo,vintage,lobo,esquina
1711,"Diseñar camiseta: elemento gráfico lobo, color blanco, estilo vintage, ubicación pecho",blanco,vintage,lobo,pecho
1712,"Camiseta de color blanco, diseño de dragón, estilo retro, zona centrado",blanco,retro,dragón,centrado
1713,"Camiseta de color verde, diseño de dragón, estilo urbano, zona pecho",verde,urbano,dragón,pecho
1714,"Necesito una camiseta con gráfico de lobo en zona esquina, color rojo, estilo vintage",rojo,vintage,lobo,esquina
1715,"Camiseta color verde, estilo urbano, con estampado de sol en zona esquina",verde,urbano,sol,esquina
1716,"Quiero una camiseta con diseño de texto en estilo retro, color verde, posición esquina",verde,retro,texto,esquina
1717,"Quiero una camiseta con diseño de sol en estilo urbano, color blanco, posición esquina",blanco,urbano,sol,esquina
1718,"Camiseta con estampado de águila, color principal negro, estilo visual urbano, zona esquina",negro,urbano,águila,esquina
1719,"Quiero estampado de sol en zona espalda, color negro, estilo minimalista",negro,minimalista,sol,espalda
1720,"Diseñar camiseta: elemento gráfico guitarra, color azul, estilo vintage, ubicación espalda",azul,vintage,guitarra,espalda
1721,"Diseño para camiseta: texto en posición espalda, color gris, estilo visual retro",gris,retro,texto,espalda
1722,"Camiseta color rojo, estilo minimalista, con estampado de águila en zona espalda",rojo,minimalista,águila,espalda
1723,"Generar camiseta de estilo retro, color azul, imagen de sol en zona centrado",azul,retro,sol,centrado
1724,"Diseño de camiseta: gráfico de águila, color verde, estilo deportivo, posición pecho",verde,deportivo,águila,pecho
1725,"Crear camiseta de estilo retro con motivo de sol en color azul, zona esquina",azul,retro,sol,esquina
1726,"Crear camiseta de estilo urbano con motivo de árbol en color verde, zona pecho",verde,urbano,árbol,pecho
1727,"Quiero estampado de águila en zona espalda, color gris, estilo deportivo",gris,deportivo,águila,espalda
1728,"Diseño para camiseta: texto en posición espalda, color blanco, estilo visual minimalista",blanco,minimalista,texto,espalda
1729,"Camiseta con imagen de árbol, color negro, estilo minimalista, posición centrado",negro,minimalista,árbol,centrado
1730,"Crear camiseta de estilo retro con motivo de sol en color negro, zona esquina",negro,retro,sol,esquina
1731,"Crear camiseta de estilo deportivo con motivo de automóvil en color negro, zona espalda",negro,deportivo,automóvil,espalda
1732,"Diseñar camiseta: elemento gráfico montaña, color verde, estilo minimalista, ubicación espalda",verde,minimalista,montaña,espalda
1733,"Diseño para camiseta: texto en posición centrado, color azul, estilo visual vintage",azul,vintage,texto,centrado
1734,"Diseño de camiseta: gráfico de sol, color blanco, estilo vintage, posición pecho",blanco,vintage,sol,pecho
1735,"Quiero una camiseta con diseño de texto en estilo minimalista, color verde, posición espalda",verde,minimalista,texto,espalda
1736,"Quiero diseño de montaña en camiseta color verde, estilo deportivo, ubicado en centrado",verde,deportivo,montaña,centrado
1737,"Camiseta color blanco, estilo minimalista, con estampado de montaña en zona pecho",blanco,minimalista,montaña,pecho
1738,"Camiseta con imagen de calavera, color azul, estilo deportivo, posición centrado",azul,deportivo,calavera,centrado
1739,"Diseño para camiseta: águila en posición pecho, color verde, estilo visual urbano",verde,urbano,águila,pecho
1740,"Necesito una camiseta con gráfico de águila en zona pecho, color negro, estilo deportivo",negro,deportivo,águila,pecho
1741,"Camiseta de color verde, diseño de sol, estilo retro, zona espalda",verde,retro,sol,espalda
1742,"Crear camiseta de estilo deportivo con motivo de texto en color gris, zona pecho",gris,deportivo,texto,pecho
1743,"Generar camiseta de estilo deportivo, color negro, imagen de calavera en zona pecho",negro,deportivo,calavera,pecho
1744,"Camiseta con estampado de automóvil, color principal negro, estilo visual minimalista, zona esquina",negro,minimalista,automóvil,esquina
1745,"Camiseta color blanco, estilo retro, con estampado de lobo en zona esquina",blanco,retro,lobo,esquina
1746,"Camiseta color verde, estilo minimalista, con estampado de lobo en zona centrado",verde,minimalista,lobo,centrado
1747,"Camiseta con estampado de automóvil, color principal gris, estilo visual deportivo, zona pecho",gris,deportivo,automóvil,pecho
1748,"Quiero diseño de dragón en camiseta color rojo, estilo vintage, ubicado en espalda",rojo,vintage,dragón,espalda
1749,"Generar camiseta de estilo vintage, color verde, imagen de águila en zona esquina",verde,vintage,águila,esquina
1750,"Quiero una camiseta con diseño de calavera en estilo urbano, color negro, posición espalda",negro,urbano,calavera,espalda
1751,"Diseño de camiseta: gráfico de automóvil, color verde, estilo minimalista, posición centrado",verde,minimalista,automóvil,centrado
1752,"Generar camiseta de estilo deportivo, color azul, imagen de dragón en zona centrado",azul,deportivo,dragón,centrado
1753,"Quiero estampado de montaña en zona esquina, color negro, estilo deportivo",negro,deportivo,montaña,esquina
1754,"Diseño de camiseta: gráfico de guitarra, color verde, estilo deportivo, posición esquina",verde,deportivo,guitarra,esquina
1755,"Generar camiseta de estilo minimalista, color gris, imagen de sol en zona centrado",gris,minimalista,sol,centrado
1756,"Camiseta de color azul, diseño de montaña, estilo deportivo, zona centrado",azul,deportivo,montaña,centrado
1757,"Diseño para camiseta: árbol en posición pecho, color negro, estilo visual deportivo",negro,deportivo,árbol,pecho
1758,"Necesito una camiseta con gráfico de sol en zona centrado, color gris, estilo retro",gris,retro,sol,centrado
1759,"Camiseta con estampado de águila, color principal verde, estilo visual deportivo, zona espalda",verde,deportivo,águila,espalda
1760,"Quiero una camiseta con diseño de águila en estilo minimalista, color rojo, posición centrado",rojo,minimalista,águila,centrado
1761,"Quiero diseño de dragón en camiseta color rojo, estilo urbano, ubicado en esquina",rojo,urbano,dragón,esquina
1762,"Quiero diseño de guitarra en camiseta color rojo, estilo vintage, ubicado en centrado",rojo,vintage,guitarra,centrado
1763,"Camiseta color azul, estilo minimalista, con estampado de guitarra en zona espalda",azul,minimalista,guitarra,espalda
1764,"Quiero una camiseta con diseño de calavera en estilo minimalista, color rojo, posición pecho",rojo,minimalista,calavera,pecho
1765,"Diseño de camiseta: gráfico de águila, color gris, estilo minimalista, posición espalda",gris,minimalista,águila,espalda
1766,"Camiseta con estampado de árbol, color principal verde, estilo visual retro, zona esquina",verde,retro,árbol,esquina
1767,"Diseño de camiseta: gráfico de guitarra, color negro, estilo deportivo, posición esquina",negro,deportivo,guitarra,esquina
1768,"Diseño de camiseta: gráfico de dragón, color gris, estilo deportivo, posición centrado",gris,deportivo,dragón,centrado
1769,"Camiseta con imagen de montaña, color azul, estilo retro, posición esquina",azul,retro,montaña,esquina
1770,"Camiseta de color verde, diseño de dragón, estilo retro, zona esquina",verde,retro,dragón,esquina
1771,"Camiseta de color verde, diseño de calavera, estilo vintage, zona centrado",verde,vintage,calavera,centrado
1772,Camiseta de color rojo con motivo deportivo de montaña en la zona esquina,rojo,deportivo,montaña,esquina
1773,"Generar camiseta de estilo urbano, color verde, imagen de montaña en zona centrado",verde,urbano,montaña,centrado
1774,"Camiseta con estampado de texto, color principal gris, estilo visual deportivo, zona esquina",gris,deportivo,texto,esquina
1775,"Diseñar camiseta: elemento gráfico guitarra, color blanco, estilo deportivo, ubicación centrado",blanco,deportivo,guitarra,centrado
1776,Camiseta de color verde con motivo retro de calavera en la zona pecho,verde,retro,calavera,pecho
1777,"Camiseta con imagen de guitarra, color azul, estilo vintage, posición pecho",azul,vintage,guitarra,pecho
1778,"Camiseta con estampado de sol, color principal rojo, estilo visual retro, zona centrado",rojo,retro,sol,centrado
1779,"Quiero una camiseta con diseño de montaña en estilo deportivo, color rojo, posición esquina",rojo,deportivo,montaña,esquina
1780,"Quiero diseño de texto en camiseta color verde, estilo vintage, ubicado en pecho",verde,vintage,texto,pecho
1781,Camiseta de color blanco con motivo deportivo de montaña en la zona esquina,blanco,deportivo,montaña,esquina
1782,"Quiero estampado de sol en zona esquina, color gris, estilo minimalista",gris,minimalista,sol,esquina
1783,"Camiseta con estampado de texto, color principal verde, estilo visual retro, zona centrado",verde,retro,texto,centrado
1784,"Camiseta con imagen de sol, color negro, estilo urbano, posición espalda",negro,urbano,sol,espalda
1785,"Camiseta con estampado de águila, color principal gris, estilo visual vintage, zona pecho",gris,vintage,águila,pecho
1786,"Quiero diseño de lobo en camiseta color blanco, estilo urbano, ubicado en centrado",blanco,urbano,lobo,centrado
1787,"Quiero diseño de texto en camiseta color rojo, estilo deportivo, ubicado en pecho",rojo,deportivo,texto,pecho
1788,"Camiseta con estampado de lobo, color principal azul, estilo visual deportivo, zona centrado",azul,deportivo,lobo,centrado
1789,"Generar camiseta de estilo vintage, color rojo, imagen de lobo en zona esquina",rojo,vintage,lobo,esquina
1790,Camiseta de color negro con motivo minimalista de dragón en la zona esquina,negro,minimalista,dragón,esquina
1791,"Diseñar camiseta: elemento gráfico sol, color gris, estilo minimalista, ubicación pecho",gris,minimalista,sol,pecho
1792,Camiseta de color blanco con motivo minimalista de águila en la zona esquina,blanco,minimalista,águila,esquina
1793,"Camiseta con imagen de lobo, color blanco, estilo vintage, posición esquina",blanco,vintage,lobo,esquina
1794,"Camiseta de color verde, diseño de texto, estilo deportivo, zona pecho",verde,deportivo,texto,pecho
1795,"Necesito una camiseta con gráfico de calavera en zona centrado, color rojo, estilo minimalista",rojo,minimalista,calavera,centrado
1796,"Quiero diseño de águila en camiseta color gris, estilo vintage, ubicado en centrado",gris,vintage,águila,centrado
1797,"Diseñar camiseta: elemento gráfico montaña, color verde, estilo vintage, ubicación pecho",verde,vintage,montaña,pecho
1798,"Diseñar camiseta: elemento gráfico calavera, color blanco, estilo deportivo, ubicación espalda",blanco,deportivo,calavera,espalda
1799,"Quiero estampado de lobo en zona centrado, color negro, estilo minimalista",negro,minimalista,lobo,centrado
1800,"Necesito una camiseta con gráfico de águila en zona pecho, color gris, estilo deportivo",gris,deportivo,águila,pecho
1801,Camiseta de color negro con motivo urbano de sol en la zona esquina,negro,urbano,sol,esquina
1802,"Diseñar camiseta: elemento gráfico árbol, color verde, estilo vintage, ubicación centrado",verde,vintage,árbol,centrado
1803,"Quiero una camiseta con diseño de árbol en estilo retro, color rojo, posición esquina",rojo,retro,árbol,esquina
1804,"Diseño de camiseta: gráfico de automóvil, color verde, estilo urbano, posición pecho",verde,urbano,automóvil,pecho
1805,"Quiero diseño de automóvil en camiseta color verde, estilo minimalista, ubicado en centrado",verde,minimalista,automóvil,centrado
1806,"Camiseta de color azul, diseño de lobo, estilo retro, zona espalda",azul,retro,lobo,espalda
1807,"Diseñar camiseta: elemento gráfico automóvil, color rojo, estilo retro, ubicación centrado",rojo,retro,automóvil,centrado
1808,"Camiseta de color verde, diseño de automóvil, estilo deportivo, zona espalda",verde,deportivo,automóvil,espalda
1809,"Generar camiseta de estilo urbano, color negro, imagen de automóvil en zona espalda",negro,urbano,automóvil,espalda
1810,Camiseta de color blanco con motivo vintage de árbol en la zona pecho,blanco,vintage,árbol,pecho
1811,Camiseta de color verde con motivo minimalista de automóvil en la zona esquina,verde,minimalista,automóvil,esquina
1812,"Camiseta con estampado de guitarra, color principal blanco, estilo visual retro, zona espalda",blanco,retro,guitarra,espalda
1813,"Camiseta con imagen de águila, color azul, estilo urbano, posición pecho",azul,urbano,águila,pecho
1814,"Generar camiseta de estilo retro, color rojo, imagen de guitarra en zona espalda",rojo,retro,guitarra,espalda
1815,"Camiseta de color azul, diseño de texto, estilo minimalista, zona pecho",azul,minimalista,texto,pecho
1816,"Diseñar camiseta: elemento gráfico automóvil, color rojo, estilo urbano, ubicación esquina",rojo,urbano,automóvil,esquina
1817,"Necesito una camiseta con gráfico de lobo en zona espalda, color verde, estilo urbano",verde,urbano,lobo,espalda
1818,"Camiseta de color blanco, diseño de texto, estilo retro, zona centrado",blanco,retro,texto,centrado
1819,"Diseñar camiseta: elemento gráfico montaña, color verde, estilo vintage, ubicación espalda",verde,vintage,montaña,espalda
1820,"Crear camiseta de estilo deportivo con motivo de guitarra en color blanco, zona pecho",blanco,deportivo,guitarra,pecho
1821,"Diseño para camiseta: sol en posición pecho, color blanco, estilo visual urbano",blanco,urbano,sol,pecho
1822,"Quiero estampado de árbol en zona centrado, color negro, estilo deportivo",negro,deportivo,árbol,centrado
1823,"Quiero una camiseta con diseño de automóvil en estilo minimalista, color blanco, posición espalda",blanco,minimalista,automóvil,espalda
1824,"Crear camiseta de estilo deportivo con motivo de sol en color negro, zona espalda",negro,deportivo,sol,espalda
1825,"Quiero una camiseta con diseño de montaña en estilo vintage, color azul, posición espalda",azul,vintage,montaña,espalda
1826,"Camiseta color verde, estilo urbano, con estampado de dragón en zona esquina",verde,urbano,dragón,esquina
1827,"Camiseta color blanco, estilo minimalista, con estampado de sol en zona esquina",blanco,minimalista,sol,esquina
1828,Camiseta de color blanco con motivo vintage de águila en la zona espalda,blanco,vintage,águila,espalda
1829,"Generar camiseta de estilo retro, color rojo, imagen de sol en zona pecho",rojo,retro,sol,pecho
1830,"Quiero estampado de automóvil en zona pecho, color verde, estilo vintage",verde,vintage,automóvil,pecho
1831,"Camiseta con imagen de calavera, color gris, estilo retro, posición espalda",gris,retro,calavera,espalda
1832,"Quiero una camiseta con diseño de automóvil en estilo minimalista, color azul, posición pecho",azul,minimalista,automóvil,pecho
1833,"Camiseta color blanco, estilo deportivo, con estampado de águila en zona espalda",blanco,deportivo,águila,espalda
1834,"Quiero estampado de montaña en zona centrado, color negro, estilo deportivo",negro,deportivo,montaña,centrado
1835,"Camiseta con estampado de dragón, color principal blanco, estilo visual minimalista, zona centrado",blanco,minimalista,dragón,centrado
1836,"Camiseta con imagen de dragón, color blanco, estilo vintage, posición centrado",blanco,vintage,dragón,centrado
1837,"Camiseta de color blanco, diseño de lobo, estilo minimalista, zona espalda",blanco,minimalista,lobo,espalda
1838,"Crear camiseta de estilo minimalista con motivo de águila en color negro, zona centrado",negro,minimalista,águila,centrado
1839,Camiseta de color azul con motivo vintage de montaña en la zona centrado,azul,vintage,montaña,centrado
1840,"Quiero diseño de calavera en camiseta color blanco, estilo deportivo, ubicado en pecho",blanco,deportivo,calavera,pecho
1841,"Diseño de camiseta: gráfico de calavera, color gris, estilo retro, posición pecho",gris,retro,calavera,pecho
1842,"Quiero estampado de árbol en zona centrado, color azul, estilo vintage",azul,vintage,árbol,centrado
1843,"Necesito una camiseta con gráfico de texto en zona centrado, color verde, estilo minimalista",verde,minimalista,texto,centrado
1844,"Camiseta color negro, estilo deportivo, con estampado de automóvil en zona espalda",negro,deportivo,automóvil,espalda
